sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings,target
2,0.29,0.226,0.08,2.101,1.2362,0.6237,0.2302,3,0
2,0.491,0.351,0.13,1.2906,0.5647,0.3737,0.1506,7,0
1,0.158,0.122,0.042,0.0828,0.0373,0.02,0.0216,2,0
0,0.526,0.441,0.167,2.5997,1.039,0.713,0.5221,14,2
1,0.496,0.414,0.106,1.2184,0.3771,0.3041,0.4483,7,0
2,0.661,0.484,0.129,0.5767,0.2479,0.1388,0.1544,15,2
0,0.805,0.565,0.286,1.5712,0.7801,0.382,0.5153,13,2
1,0.261,0.222,0.043,0.6202,0.3144,0.1515,0.1899,4,0
1,0.452,0.326,0.07,0.5838,0.1763,0.1027,0.1495,6,0
1,0.748,0.536,0.078,1.5431,0.8338,0.285,0.4991,19,2
0,0.656,0.46,0.107,1.1063,0.4953,0.1757,0.2914,15,2
2,0.436,0.343,0.111,1.6201,0.7391,0.21,0.3494,10,1
1,0.775,0.621,0.203,2.817,1.6579,0.54,0.65,17,2
1,0.117,0.097,0.021,2.4279,0.9356,0.6798,0.8535,1,0
1,0.764,0.58,0.093,0.0237,0.0125,0.0055,0.0064,15,2
1,0.112,0.094,0.036,0.1448,0.0684,0.0161,0.0309,1,0
1,0.48,0.352,0.157,1.7249,0.8801,0.4523,0.2655,15,2
2,0.734,0.636,0.293,1.7705,0.7531,0.5083,0.4402,12,2
2,0.269,0.219,0.1,2.482,0.9525,0.6599,0.4361,4,0
1,0.424,0.346,0.16,1.7785,0.8249,0.4366,0.6877,12,2
0,0.315,0.234,0.107,0.6451,0.2661,0.0839,0.1595,6,0
2,0.78,0.558,0.222,1.3251,0.4861,0.225,0.1361,17,2
0,0.684,0.542,0.095,2.2866,1.2617,0.4872,0.2924,14,2
2,0.6,0.494,0.172,2.6081,1.1547,0.3009,0.4833,11,1
1,0.51,0.367,0.06,0.671,0.3719,0.0814,0.0857,9,1
2,0.682,0.607,0.249,1.5258,0.6747,0.4377,0.5618,15,2
1,0.365,0.327,0.089,0.4508,0.2105,0.1084,0.1606,8,0
2,0.406,0.328,0.126,1.4055,0.8413,0.2179,0.5499,11,1
1,0.615,0.547,0.071,0.2565,0.1502,0.0424,0.08,15,2
1,0.34,0.25,0.088,2.6614,1.0153,0.4708,0.7815,8,0
1,0.122,0.086,0.023,1.8039,1.0113,0.2075,0.6802,5,0
1,0.13,0.092,0.024,2.4143,1.0071,0.5983,0.9269,4,0
0,0.16,0.131,0.035,2.8212,0.9067,0.3819,1.0248,4,0
1,0.719,0.512,0.072,0.5178,0.2448,0.1352,0.1856,14,2
0,0.424,0.378,0.102,1.9623,1.1639,0.5282,0.5917,5,0
0,0.603,0.439,0.148,2.5068,1.4848,0.5708,0.2519,11,1
1,0.366,0.279,0.131,1.6284,0.5503,0.4136,0.3727,10,1
0,0.266,0.23,0.062,1.8085,0.961,0.243,0.5257,6,0
2,0.332,0.247,0.069,1.1533,0.6238,0.2482,0.3046,6,0
1,0.663,0.496,0.264,1.9075,0.7833,0.4489,0.6606,16,2
0,0.538,0.446,0.146,1.1191,0.5568,0.26,0.3868,10,1
1,0.769,0.581,0.186,1.348,0.6018,0.1664,0.3769,17,2
1,0.578,0.43,0.144,0.2926,0.1078,0.0494,0.0312,14,2
1,0.497,0.373,0.17,0.0241,0.0127,0.004,0.0051,11,1
0,0.527,0.421,0.107,0.1577,0.0597,0.0338,0.0266,13,2
2,0.772,0.69,0.167,0.5457,0.2194,0.1381,0.11,16,2
2,0.658,0.57,0.215,1.2914,0.461,0.2765,0.3683,9,1
0,0.093,0.07,0.011,0.0613,0.0316,0.0154,0.0074,4,0
1,0.47,0.363,0.169,0.4424,0.1936,0.053,0.0472,11,1
0,0.584,0.463,0.134,2.2088,0.9564,0.6088,0.5104,11,1
0,0.629,0.563,0.173,2.1544,1.0371,0.4467,0.7283,11,1
0,0.233,0.171,0.076,2.2322,0.775,0.24,0.2438,5,0
1,0.717,0.553,0.129,2.6044,1.4831,0.5955,0.9238,12,2
0,0.782,0.661,0.287,0.3383,0.1487,0.0688,0.0728,18,2
1,0.25,0.223,0.098,0.4627,0.1897,0.0667,0.0627,5,0
0,0.728,0.532,0.181,0.944,0.3191,0.2387,0.2551,13,2
2,0.147,0.11,0.056,2.5864,0.9062,0.7416,0.9976,4,0
0,0.116,0.086,0.012,2.1919,1.2628,0.3606,0.5759,3,0
0,0.171,0.12,0.063,0.9173,0.4008,0.1823,0.2807,5,0
2,0.118,0.097,0.023,0.2495,0.1289,0.0313,0.0861,1,0
1,0.7,0.584,0.135,1.7427,0.5649,0.4983,0.5922,15,2
1,0.119,0.098,0.02,0.7273,0.3586,0.1191,0.0887,6,0
0,0.276,0.197,0.054,1.502,0.8658,0.2087,0.4841,5,0
2,0.152,0.109,0.025,2.6617,1.038,0.5209,1.0243,3,0
1,0.294,0.218,0.109,1.6191,0.767,0.1759,0.5022,3,0
0,0.142,0.108,0.052,2.6109,1.5197,0.3931,0.9163,3,0
2,0.569,0.488,0.074,1.1119,0.5735,0.1262,0.2732,9,1
1,0.174,0.127,0.025,1.7906,0.5707,0.2247,0.3505,6,0
1,0.705,0.5,0.253,2.5263,1.0449,0.3093,0.7651,19,2
2,0.68,0.53,0.149,1.6625,0.5415,0.4563,0.4117,19,2
2,0.085,0.067,0.013,1.7385,0.9708,0.4974,0.6408,1,0
2,0.738,0.583,0.187,2.0249,0.9851,0.3947,0.7944,13,2
2,0.096,0.083,0.022,2.4931,1.4632,0.5636,0.8625,3,0
0,0.252,0.181,0.042,0.251,0.0768,0.06,0.0998,5,0
2,0.099,0.083,0.031,0.9533,0.407,0.1699,0.195,2,0
1,0.324,0.249,0.094,1.1251,0.3728,0.1958,0.4149,11,1
1,0.455,0.347,0.059,2.571,1.0416,0.6045,0.5116,7,0
0,0.665,0.59,0.251,2.7018,0.9418,0.4737,0.3659,14,2
1,0.325,0.244,0.087,0.342,0.1363,0.0739,0.098,7,0
1,0.597,0.495,0.105,0.3384,0.1847,0.0687,0.08,14,2
2,0.214,0.162,0.035,2.642,0.92,0.5413,0.9947,3,0
1,0.63,0.505,0.089,0.8373,0.3702,0.2226,0.2074,16,2
0,0.25,0.214,0.057,0.6849,0.3948,0.1649,0.2591,6,0
2,0.181,0.159,0.025,0.1026,0.0615,0.03,0.0127,2,0
2,0.212,0.184,0.048,0.7803,0.2928,0.2015,0.2724,4,0
0,0.21,0.171,0.03,1.9605,1.1384,0.2532,0.6425,6,0
2,0.455,0.341,0.135,1.2051,0.456,0.2985,0.3808,13,2
2,0.7,0.583,0.235,1.4616,0.6198,0.3407,0.3019,13,2
0,0.134,0.113,0.035,2.5924,1.4605,0.5942,0.8688,7,0
2,0.598,0.42,0.182,0.3259,0.1746,0.0639,0.0798,14,2
0,0.559,0.44,0.213,0.2032,0.1132,0.0229,0.0639,10,1
0,0.721,0.626,0.21,2.4079,1.3005,0.699,0.6397,16,2
1,0.256,0.204,0.054,2.1902,0.8115,0.5922,0.3225,7,0
1,0.408,0.311,0.096,0.7468,0.3492,0.1474,0.0891,8,0
2,0.76,0.665,0.272,0.9176,0.3813,0.1209,0.1926,14,2
2,0.563,0.412,0.078,0.8782,0.3846,0.2326,0.3336,11,1
0,0.363,0.269,0.072,1.8314,0.634,0.3409,0.4742,6,0
2,0.172,0.144,0.047,0.1749,0.069,0.0311,0.0596,4,0
0,0.269,0.207,0.081,1.3841,0.7714,0.3226,0.3776,10,1
0,0.505,0.426,0.166,0.3801,0.2164,0.0957,0.1472,11,1
2,0.606,0.443,0.118,2.3169,1.1192,0.2608,0.4885,16,2
0,0.167,0.125,0.024,1.077,0.4841,0.273,0.1261,4,0
1,0.519,0.38,0.201,1.4919,0.7666,0.3682,0.4986,16,2
2,0.482,0.429,0.059,0.0848,0.0409,0.0185,0.0264,8,0
1,0.455,0.355,0.059,0.1665,0.0991,0.0279,0.043,5,0
2,0.586,0.45,0.146,1.9084,0.6813,0.2537,0.3777,12,2
0,0.695,0.488,0.24,2.1674,0.9422,0.2612,0.3392,15,2
2,0.314,0.229,0.104,2.0071,1.155,0.2012,0.4911,9,1
1,0.733,0.575,0.28,2.0833,1.1967,0.2944,0.6247,18,2
0,0.194,0.138,0.028,0.2974,0.1334,0.0542,0.0814,1,0
2,0.203,0.163,0.043,1.9603,0.6674,0.2916,0.4533,4,0
2,0.272,0.215,0.05,0.5153,0.2806,0.0834,0.135,6,0
2,0.163,0.139,0.058,0.2788,0.1326,0.0497,0.0369,1,0
1,0.245,0.204,0.06,2.1402,1.1385,0.346,0.6608,5,0
1,0.154,0.122,0.017,2.5137,1.1029,0.6157,0.8051,5,0
2,0.683,0.509,0.213,2.026,0.7317,0.4018,0.2096,16,2
0,0.178,0.15,0.039,2.2769,0.6995,0.2365,0.4125,4,0
0,0.628,0.529,0.163,2.8008,1.3101,0.4071,0.3575,16,2
1,0.11,0.08,0.04,0.3826,0.1333,0.0926,0.1528,3,0
0,0.777,0.686,0.138,2.7276,0.9714,0.4369,0.7583,18,2
1,0.601,0.428,0.103,1.6998,0.7324,0.4828,0.4075,10,1
2,0.08,0.057,0.014,2.2986,0.9944,0.5575,0.5491,1,0
1,0.64,0.472,0.129,1.8381,0.7027,0.2904,0.7158,17,2
1,0.455,0.401,0.06,1.6118,0.5473,0.3276,0.4802,8,0
2,0.652,0.524,0.202,1.989,1.1606,0.4643,0.2995,15,2
0,0.462,0.396,0.075,0.9064,0.3077,0.1257,0.2125,8,0
1,0.549,0.409,0.207,2.6121,1.0585,0.3898,0.8679,12,2
1,0.657,0.524,0.108,0.3276,0.1282,0.066,0.0744,13,2
2,0.375,0.289,0.066,0.9001,0.504,0.2565,0.1736,9,1
0,0.077,0.067,0.015,0.09,0.0381,0.0152,0.0358,3,0
1,0.704,0.496,0.233,0.7682,0.259,0.1386,0.2924,13,2
2,0.357,0.267,0.081,0.6182,0.1874,0.0854,0.2364,9,1
1,0.442,0.323,0.153,0.1422,0.0735,0.0311,0.0198,7,0
2,0.081,0.071,0.027,1.3908,0.7154,0.345,0.2368,5,0
0,0.439,0.348,0.166,1.3254,0.5637,0.2493,0.3083,9,1
0,0.805,0.629,0.263,0.2216,0.0749,0.0554,0.0775,10,1
0,0.281,0.222,0.032,0.7415,0.3051,0.119,0.2381,3,0
0,0.368,0.329,0.129,2.6942,1.285,0.6504,0.9562,9,1
1,0.584,0.508,0.223,0.3147,0.1609,0.0477,0.1184,14,2
1,0.678,0.57,0.27,0.8634,0.2793,0.2211,0.2886,13,2
0,0.384,0.291,0.053,0.1033,0.0482,0.0275,0.0184,8,0
0,0.304,0.223,0.086,0.4225,0.1617,0.1097,0.0784,8,0
0,0.769,0.68,0.123,1.9771,0.9592,0.2829,0.4068,18,2
1,0.576,0.452,0.103,1.0376,0.513,0.2478,0.1981,13,2
0,0.163,0.123,0.053,1.2787,0.7329,0.2656,0.2234,2,0
0,0.126,0.1,0.05,0.4453,0.1884,0.1323,0.1451,5,0
0,0.433,0.383,0.121,1.9284,0.8895,0.3323,0.2125,4,0
2,0.238,0.185,0.085,2.1243,0.8082,0.5401,0.6766,4,0
0,0.263,0.214,0.027,0.5135,0.1982,0.0894,0.1782,7,0
2,0.724,0.623,0.08,0.1291,0.0405,0.0232,0.0155,12,2
2,0.141,0.111,0.039,0.2306,0.089,0.0282,0.0273,3,0
0,0.604,0.451,0.131,1.8575,0.5928,0.2748,0.3448,13,2
2,0.276,0.248,0.101,0.3847,0.2267,0.0511,0.0625,4,0
0,0.638,0.569,0.122,1.3968,0.6806,0.1842,0.3832,13,2
1,0.61,0.53,0.14,0.4331,0.1524,0.0441,0.1311,10,1
1,0.08,0.067,0.021,0.4825,0.1617,0.1248,0.14,4,0
1,0.452,0.343,0.082,0.0143,0.0059,0.0028,0.003,10,1
1,0.178,0.157,0.066,0.908,0.3562,0.2368,0.2266,5,0
2,0.716,0.541,0.171,0.2556,0.0981,0.0569,0.0746,14,2
0,0.72,0.619,0.164,1.1145,0.4909,0.2968,0.1514,11,1
0,0.385,0.34,0.137,1.6901,0.9699,0.3393,0.2854,7,0
0,0.404,0.332,0.078,1.0399,0.4892,0.1235,0.3818,12,2
1,0.299,0.257,0.103,1.9932,0.9096,0.4452,0.404,8,0
1,0.605,0.519,0.083,2.0959,1.1359,0.4937,0.7133,16,2
0,0.34,0.251,0.053,1.9692,0.5931,0.4437,0.3452,7,0
1,0.273,0.228,0.105,2.6473,0.951,0.689,0.2978,4,0
0,0.395,0.284,0.139,0.6721,0.3017,0.1655,0.1681,9,1
0,0.143,0.115,0.031,0.537,0.2747,0.1002,0.1975,2,0
0,0.627,0.459,0.183,1.7238,0.768,0.4548,0.5961,11,1
0,0.084,0.066,0.032,1.6819,0.5872,0.4009,0.2958,1,0
0,0.552,0.478,0.09,1.4425,0.8352,0.179,0.538,12,2
0,0.21,0.188,0.025,0.0143,0.0057,0.003,0.0035,6,0
0,0.247,0.189,0.065,1.57,0.8422,0.3858,0.1801,3,0
1,0.545,0.439,0.078,2.6362,1.4958,0.5553,0.2857,14,2
0,0.81,0.65,0.127,0.9468,0.3824,0.2744,0.2325,17,2
0,0.651,0.58,0.239,2.7345,1.5138,0.329,0.7216,13,2
1,0.242,0.193,0.025,1.0095,0.5181,0.2468,0.1252,2,0
1,0.205,0.172,0.071,0.3969,0.2267,0.1051,0.1495,5,0
1,0.716,0.633,0.183,1.1271,0.4231,0.2711,0.3556,12,2
0,0.404,0.313,0.108,1.3988,0.8104,0.2478,0.4761,6,0
2,0.176,0.155,0.053,1.7796,0.5687,0.3152,0.4898,1,0
2,0.713,0.63,0.164,1.4278,0.7683,0.3103,0.427,20,2
1,0.679,0.602,0.091,1.5177,0.6537,0.2723,0.3284,13,2
2,0.803,0.606,0.105,0.07,0.0247,0.0194,0.0213,15,2
1,0.748,0.583,0.244,0.7182,0.2326,0.0876,0.2826,15,2
0,0.705,0.616,0.117,0.8794,0.3666,0.2004,0.2588,13,2
2,0.114,0.088,0.012,2.7895,1.1627,0.3538,0.5648,2,0
0,0.152,0.125,0.06,0.8367,0.3087,0.1741,0.1553,4,0
2,0.496,0.359,0.195,2.5339,0.924,0.616,0.9857,9,1
0,0.468,0.333,0.1,0.8626,0.3622,0.1148,0.1341,10,1
2,0.414,0.324,0.045,0.2734,0.1157,0.0658,0.0935,13,2
0,0.369,0.301,0.117,0.7013,0.3035,0.0898,0.168,4,0
0,0.394,0.307,0.138,0.7725,0.4331,0.1731,0.1801,6,0
2,0.496,0.405,0.068,2.7646,1.3363,0.556,0.8965,11,1
0,0.077,0.062,0.011,1.9062,0.5835,0.3043,0.2753,4,0
0,0.268,0.224,0.093,2.6331,1.2,0.3221,0.6317,11,1
0,0.459,0.381,0.173,2.36,1.2478,0.5833,0.2614,10,1
2,0.609,0.478,0.205,1.636,0.5185,0.2885,0.4926,10,1
2,0.204,0.16,0.033,1.9093,0.8149,0.224,0.2244,7,0
0,0.48,0.35,0.107,1.7665,0.7691,0.4497,0.2229,10,1
0,0.604,0.485,0.169,1.8835,1.1041,0.2761,0.6657,12,2
2,0.404,0.33,0.06,0.7497,0.3319,0.1854,0.1746,4,0
2,0.095,0.076,0.016,1.1545,0.6061,0.2459,0.1851,4,0
0,0.407,0.311,0.075,1.6755,0.6549,0.2327,0.4654,6,0
0,0.294,0.248,0.074,0.1035,0.0552,0.0119,0.0265,7,0
0,0.763,0.545,0.193,1.3655,0.5418,0.2986,0.3049,15,2
1,0.167,0.147,0.057,2.4299,1.0424,0.2552,0.903,4,0
2,0.558,0.393,0.182,1.3924,0.618,0.1575,0.4523,11,1
1,0.114,0.102,0.043,1.5618,0.9026,0.3755,0.2272,1,0
2,0.405,0.321,0.142,0.5722,0.1808,0.1189,0.1552,6,0
2,0.485,0.38,0.085,2.2452,0.8062,0.371,0.2843,12,2
2,0.295,0.222,0.059,1.0155,0.5197,0.2111,0.1761,6,0
2,0.412,0.289,0.103,2.7034,1.2794,0.5902,1.0083,7,0
2,0.196,0.148,0.02,2.8083,1.0544,0.5983,0.6701,3,0
2,0.3,0.217,0.111,2.5888,1.0012,0.5916,0.9517,7,0
2,0.535,0.445,0.061,0.2417,0.0991,0.0696,0.0362,9,1
1,0.298,0.228,0.059,0.9429,0.4103,0.1676,0.1524,9,1
0,0.741,0.632,0.201,2.6711,1.4568,0.428,0.5498,15,2
0,0.54,0.4,0.138,2.274,0.6916,0.2449,0.4773,10,1
1,0.4,0.352,0.119,2.5752,1.4663,0.3333,0.8333,9,1
1,0.104,0.084,0.027,1.6189,0.6863,0.1963,0.453,2,0
1,0.445,0.322,0.075,1.3586,0.5015,0.227,0.3614,10,1
1,0.641,0.5,0.103,0.3027,0.137,0.0672,0.085,13,2
2,0.272,0.202,0.101,2.3727,1.1814,0.2593,0.7585,2,0
0,0.672,0.497,0.12,2.1063,0.6602,0.5172,0.7748,11,1
2,0.261,0.209,0.048,0.1683,0.0866,0.0302,0.0378,6,0
0,0.685,0.572,0.153,0.5934,0.3135,0.1737,0.2023,13,2
0,0.138,0.122,0.02,1.5758,0.5513,0.3367,0.3916,7,0
1,0.716,0.573,0.181,1.9348,0.6779,0.492,0.6126,13,2
2,0.444,0.397,0.133,0.3908,0.1411,0.1064,0.1416,6,0
1,0.294,0.261,0.099,0.6934,0.3737,0.1926,0.076,6,0
2,0.271,0.237,0.085,0.5473,0.2089,0.1115,0.1445,6,0
0,0.395,0.316,0.057,0.6233,0.3358,0.1118,0.2473,10,1
1,0.814,0.593,0.193,2.6021,1.2026,0.5519,0.6476,11,1
1,0.238,0.177,0.027,2.0235,1.0728,0.3651,0.727,8,0
0,0.151,0.125,0.016,2.0836,0.9712,0.3087,0.3246,1,0
0,0.508,0.398,0.118,2.2442,0.8993,0.3698,0.6313,12,2
0,0.437,0.319,0.077,1.009,0.5784,0.1479,0.3643,13,2
1,0.463,0.368,0.141,2.1685,1.1159,0.3337,0.4976,11,1
2,0.569,0.4,0.181,2.765,1.231,0.3283,0.6802,9,1
1,0.273,0.231,0.101,1.9743,0.9698,0.3658,0.246,5,0
2,0.749,0.535,0.246,1.1789,0.5715,0.1734,0.1328,16,2
1,0.397,0.328,0.045,2.025,0.8251,0.3841,0.4872,8,0
1,0.171,0.147,0.036,2.5458,1.0874,0.6579,0.8988,1,0
0,0.624,0.453,0.114,0.3656,0.1446,0.0693,0.1387,13,2
2,0.551,0.443,0.119,0.7512,0.4506,0.2185,0.2236,10,1
1,0.309,0.264,0.046,2.5981,1.2315,0.3366,0.9039,7,0
1,0.535,0.402,0.069,2.6742,0.8761,0.7222,0.857,9,1
0,0.238,0.174,0.061,1.3692,0.624,0.2049,0.4251,1,0
0,0.404,0.31,0.128,1.0597,0.3338,0.3039,0.3505,6,0
2,0.741,0.601,0.23,0.8006,0.3095,0.1164,0.2014,11,1
1,0.174,0.142,0.041,1.4105,0.6119,0.3518,0.3348,2,0
2,0.361,0.262,0.093,2.6411,1.2156,0.2969,0.3902,9,1
1,0.683,0.541,0.174,0.4251,0.252,0.0961,0.1501,13,2
2,0.792,0.597,0.244,1.1876,0.7062,0.1707,0.1347,16,2
0,0.411,0.357,0.047,2.5764,0.8487,0.603,0.4644,6,0
1,0.45,0.343,0.141,0.9879,0.4559,0.2244,0.2529,9,1
2,0.498,0.432,0.137,2.1711,1.1835,0.6182,0.8499,8,0
0,0.765,0.601,0.122,1.1013,0.4089,0.2482,0.3698,13,2
0,0.71,0.6,0.081,2.2751,1.1948,0.4133,0.4791,14,2
2,0.201,0.161,0.027,2.7724,1.5625,0.3846,0.871,3,0
1,0.398,0.328,0.102,1.0972,0.5472,0.254,0.4163,2,0
1,0.418,0.326,0.137,2.3886,0.9514,0.2945,0.625,8,0
0,0.659,0.563,0.132,2.7933,1.6116,0.7422,0.6664,11,1
1,0.521,0.409,0.111,2.7803,1.571,0.4156,0.7393,8,0
1,0.559,0.442,0.213,1.227,0.6316,0.2513,0.2374,14,2
1,0.814,0.654,0.133,1.3738,0.562,0.3011,0.5113,18,2
0,0.13,0.113,0.017,0.8588,0.4617,0.1481,0.2913,3,0
2,0.24,0.2,0.049,0.8888,0.3509,0.2069,0.277,5,0
1,0.377,0.29,0.122,1.3927,0.5235,0.209,0.3854,9,1
0,0.332,0.277,0.096,0.5683,0.2583,0.0608,0.2221,6,0
0,0.091,0.075,0.02,2.0102,1.2044,0.5867,0.3806,2,0
2,0.143,0.127,0.056,1.5165,0.8209,0.2487,0.2805,2,0
1,0.579,0.503,0.186,2.5381,1.3171,0.616,0.4382,12,2
1,0.726,0.602,0.086,2.2911,0.998,0.4617,0.739,15,2
2,0.456,0.35,0.147,0.9127,0.3592,0.2134,0.3096,10,1
2,0.474,0.406,0.051,1.4304,0.7964,0.1748,0.3993,9,1
0,0.264,0.215,0.078,2.1215,0.9978,0.4323,0.6271,7,0
0,0.643,0.577,0.105,0.5476,0.2979,0.0977,0.1121,12,2
2,0.631,0.473,0.195,0.0912,0.0407,0.0174,0.0102,12,2
1,0.51,0.365,0.098,2.4089,1.2675,0.7064,0.4242,7,0
0,0.232,0.166,0.084,0.3904,0.2187,0.0497,0.1075,3,0
0,0.147,0.122,0.03,2.5137,1.0493,0.6308,0.8644,5,0
1,0.123,0.109,0.035,2.582,0.7851,0.4288,0.8602,4,0
0,0.514,0.36,0.095,1.303,0.4906,0.206,0.2005,10,1
1,0.686,0.58,0.257,2.2804,1.31,0.3515,0.2632,13,2
1,0.71,0.59,0.237,1.0277,0.5203,0.1745,0.365,15,2
1,0.418,0.354,0.072,2.4257,1.2642,0.4158,0.2976,4,0
2,0.655,0.505,0.252,2.3309,0.9267,0.3593,0.5081,13,2
2,0.776,0.671,0.161,0.2237,0.1142,0.0522,0.0287,13,2
2,0.279,0.198,0.082,1.6473,0.8136,0.1805,0.4435,5,0
1,0.369,0.314,0.119,1.8094,0.6396,0.3012,0.3782,8,0
1,0.764,0.576,0.082,0.0044,0.0026,0.0007,0.0007,15,2
2,0.325,0.258,0.126,2.7693,1.1249,0.6931,0.7714,8,0
0,0.751,0.649,0.153,1.1501,0.4586,0.1487,0.2404,14,2
1,0.801,0.604,0.126,1.463,0.6009,0.4215,0.2195,15,2
0,0.565,0.416,0.201,0.5521,0.1808,0.074,0.1712,13,2
0,0.679,0.568,0.211,1.7272,0.842,0.3005,0.6063,13,2
1,0.63,0.508,0.079,2.2912,0.8514,0.3206,0.4173,15,2
1,0.593,0.476,0.08,1.6566,0.8962,0.2606,0.2583,12,2
0,0.302,0.227,0.095,2.2274,0.9316,0.5618,0.273,7,0
0,0.117,0.083,0.014,2.0666,0.9043,0.4036,0.5339,4,0
2,0.329,0.257,0.123,0.6731,0.3325,0.0892,0.2352,6,0
2,0.569,0.41,0.183,1.2327,0.6516,0.1348,0.216,8,0
1,0.151,0.133,0.03,0.4217,0.1557,0.0616,0.1004,4,0
2,0.084,0.059,0.018,0.1204,0.071,0.0348,0.0178,4,0
2,0.178,0.14,0.045,0.1801,0.0877,0.0485,0.0398,3,0
2,0.605,0.43,0.126,2.6636,0.8036,0.5008,0.2787,14,2
2,0.795,0.572,0.266,2.7823,1.1816,0.5464,1.0384,14,2
0,0.802,0.667,0.315,0.2702,0.1165,0.0756,0.0819,16,2
1,0.441,0.366,0.121,0.9486,0.5149,0.2071,0.1896,8,0
2,0.718,0.507,0.168,0.3251,0.1273,0.0898,0.1185,11,1
0,0.62,0.434,0.103,2.3579,0.9417,0.4677,0.3652,13,2
0,0.446,0.319,0.132,1.4035,0.4507,0.1965,0.1735,7,0
0,0.499,0.425,0.153,1.7564,0.6763,0.4306,0.6723,11,1
2,0.177,0.145,0.054,1.5267,0.7864,0.3134,0.2942,2,0
2,0.769,0.544,0.083,2.0078,0.9847,0.4692,0.7646,12,2
1,0.335,0.267,0.124,0.9032,0.293,0.1187,0.2631,5,0
2,0.405,0.341,0.082,0.3903,0.1305,0.0896,0.1538,10,1
2,0.572,0.5,0.185,0.0518,0.0214,0.0091,0.0169,11,1
0,0.322,0.286,0.106,1.2606,0.6595,0.2098,0.166,7,0
1,0.263,0.201,0.078,2.5657,1.4108,0.6011,0.9125,6,0
2,0.542,0.394,0.118,0.8641,0.263,0.1888,0.1247,11,1
2,0.093,0.07,0.026,0.5554,0.2214,0.1276,0.1709,6,0
0,0.608,0.52,0.068,2.6171,1.1182,0.767,0.6546,12,2
0,0.455,0.407,0.149,0.2998,0.1719,0.072,0.0936,5,0
2,0.523,0.415,0.068,0.1483,0.0668,0.0338,0.0489,10,1
1,0.543,0.413,0.119,2.4855,0.9468,0.5535,0.8478,11,1
1,0.465,0.365,0.061,1.9814,0.8263,0.3561,0.6945,7,0
0,0.506,0.385,0.178,1.1939,0.5145,0.3198,0.4228,10,1
0,0.581,0.437,0.154,2.1266,1.0654,0.3747,0.4759,11,1
2,0.632,0.517,0.194,2.0958,0.6546,0.5031,0.7687,16,2
0,0.613,0.431,0.187,0.1151,0.048,0.0183,0.0364,11,1
2,0.719,0.541,0.253,1.9117,0.9443,0.2477,0.6723,16,2
1,0.215,0.179,0.03,1.8118,0.6975,0.2282,0.7188,4,0
1,0.372,0.263,0.111,2.7237,1.3006,0.618,0.3675,9,1
2,0.776,0.556,0.211,2.7317,1.1123,0.4523,0.5769,18,2
0,0.368,0.279,0.04,1.0689,0.564,0.1657,0.3655,8,0
1,0.167,0.146,0.027,1.6677,0.5306,0.3642,0.2099,3,0
0,0.464,0.396,0.084,0.4012,0.2308,0.0422,0.1052,12,2
1,0.156,0.11,0.019,0.1897,0.0667,0.0283,0.0678,1,0
2,0.225,0.18,0.046,1.2242,0.4255,0.2058,0.1294,5,0
2,0.814,0.615,0.088,1.9502,1.0769,0.4713,0.7447,14,2
2,0.476,0.395,0.127,1.6054,0.9003,0.3355,0.6316,11,1
1,0.285,0.241,0.047,1.2154,0.3985,0.3296,0.2391,6,0
0,0.811,0.708,0.151,2.3123,1.3241,0.3859,0.7631,16,2
0,0.79,0.628,0.295,2.2455,0.8578,0.3577,0.3102,15,2
0,0.401,0.36,0.101,2.069,1.0047,0.2206,0.6866,9,1
1,0.268,0.24,0.048,0.2195,0.0704,0.0637,0.0537,2,0
1,0.695,0.609,0.194,2.2512,0.9324,0.4509,0.8061,18,2
1,0.605,0.493,0.097,2.5984,1.1309,0.521,0.4256,12,2
1,0.583,0.455,0.071,0.1699,0.0815,0.0484,0.0513,9,1
1,0.736,0.569,0.078,1.1363,0.5199,0.1795,0.3816,9,1
0,0.585,0.411,0.225,2.7931,1.2246,0.4648,0.449,11,1
1,0.285,0.214,0.09,1.6943,0.9961,0.3918,0.5854,6,0
1,0.588,0.496,0.2,1.4523,0.5163,0.3733,0.5626,12,2
0,0.301,0.247,0.119,0.5031,0.1748,0.1207,0.1433,3,0
1,0.637,0.563,0.242,1.5989,0.8219,0.4121,0.5364,10,1
0,0.534,0.379,0.171,1.2419,0.4003,0.267,0.3226,13,2
0,0.132,0.096,0.041,0.3619,0.161,0.0986,0.1011,1,0
2,0.454,0.389,0.091,1.3133,0.5847,0.2758,0.1366,9,1
2,0.329,0.254,0.043,0.4663,0.1833,0.068,0.12,6,0
2,0.318,0.23,0.087,2.0654,1.1961,0.4303,0.5632,5,0
2,0.521,0.469,0.142,2.7516,1.0587,0.6675,0.8283,10,1
1,0.314,0.269,0.121,1.3281,0.5134,0.3064,0.2003,5,0
2,0.65,0.508,0.151,1.7878,0.662,0.2657,0.3082,12,2
0,0.127,0.11,0.039,1.2191,0.419,0.1319,0.3984,5,0
1,0.564,0.472,0.154,0.393,0.1608,0.0591,0.0591,10,1
2,0.674,0.578,0.103,2.7428,1.3831,0.8141,0.6166,11,1
0,0.573,0.495,0.159,0.3679,0.1923,0.0504,0.0644,11,1
1,0.443,0.318,0.116,0.3172,0.1726,0.0612,0.0836,7,0
